AccSpeciesName,Unnamed: 0,OrigValueStr
Protium rubrum,85586.5,1
Protium sagotianum,54527.4,1
Protium serratum,151169.5,0
Protium spruceanum,65460.75,1
Protium strumosum,55038,1
Protium subserratum,50038.42857,1
Protium tenuifolium,43780.95833,1
Protium trifoliolatum,57449,1
Protium unifoliolatum,80628.5,1
Protomegabaria stapfiana,53818,1
Protorhus longifolia,154765,1
Proustia cuneifolia,59324.75,0.375
Proustia pyrifolia fo. pyrifolia,101393,1
Prumnopitys,155735,1
Prumnopitys andina,74793.55556,1
Prumnopitys ferruginea,84849.425,1
Prumnopitys harmsiana,152107,1
Prumnopitys ladei,152108,1
Prumnopitys montana,153925,1
Prumnopitys standleyi,153927,1
Prumnopitys taxifolia,69430.76,1
Prumnopitys totara,157483,1
Prunella grandiflora,18874,0
Prunella laciniata,78450.5,1
Prunella vulgaris,46570.2,0.4
Prunus,41043.5,0
Prunus africana,100218.2,1
Prunus alleghaniensis,42202,0
Prunus americana,80448.16667,0
Prunus angustifolia,66724.33333,0
Prunus apetala,145515,0
Prunus arabica,144808,0
Prunus arborea,153987,1
Prunus arborea var. montana,84981,0.5
Prunus armeniaca,71776.90909,0
Prunus armeniaca var. ansu,53457,0
Prunus armerdaca,105267.5,0
Prunus avium,66551.55,0
Prunus azorica,53343,1
Prunus besseyi,132897,0
Prunus brachypoda,145489,0
Prunus brigantina,155826,0
Prunus buergeriana,155827,0
Prunus campanulata,79665,0
Prunus carolina,154003,1
Prunus caroliniana,60366.4,0.6
Prunus cerasifera,64432.42857,0
Prunus cerasifera fo. atropurpurea,53458,0
Prunus cerasoides,153988,0
Prunus cerasus,44521.33333,0
Prunus ceylanica,155828,1
Prunus cocomilia,145517,0
Prunus conradinae,41817,0
Prunus cornuta,155829,0
Prunus davidiana,71816.18182,0
Prunus debilis,74373.75,0
Prunus detrita,108757.5,0
Prunus dielsiana,99973,0
Prunus domestica,50332.85714,0
Prunus dulcis,81262.75,0
Prunus emarginata,47740.75,0
Prunus fasciculata,58661.33333,0.166666667
Prunus fenzliana,95681,0
Prunus fremontii,42191,0
Prunus fruticosa,76700.5,0
Prunus glandulosa,80633.75,0
Prunus grayana,152327,0
Prunus grisea,77110.33333,1
Prunus hortulana,42205,0
Prunus humilis,65465.4,0.2
Prunus iIicifolia,27139,1
Prunus iIlicifolia,23580.5,1
Prunus ilicifolia,39978.61111,0.972222222
Prunus ilicifolia subsp. lyonii,13852,1
Prunus incam,73018,0
Prunus incana,60615,0
Prunus incisa,60553.33333,1
Prunus japonica,63653.3,0.4
Prunus javanica,83914,1
Prunus kansuensis,145519,0
Prunus laurocerasus,33983.30303,0.848484848
Prunus leveilleana,53826,0
Prunus lundelliana,55477.6,0.8
Prunus lusitanica,31442.10345,0.896551724
Prunus maackii,83284.5,0
Prunus mahaleb,58029.8,0
Prunus maximowiczii,56774,0
Prunus mexicana,60738.6,0
Prunus microcarpa,141547,0
Prunus mongolica,52960,0
Prunus mume,69149,0
Prunus munsoniana,42208,0
Prunus myrtifolia,58653,0.142857143
Prunus napaulensis,155831,0
Prunus nigra,53767,0
Prunus novoleontis,60622,1
Prunus padus,44018.73171,0.024390244
Prunus padus subsp. borealis,54046,0
Prunus padus var. pubescens,52565,0
Prunus pensylvanica,37135.63333,0
Prunus persica,39845.42529,0
Prunus pilosiuscula,117710,0
Prunus polystachya,152330,1
Prunus polytricha,52962,0
Prunus prostrata,53958,0
Prunus pseudocerasus,98575,0
Prunus pullei,144810,1
Prunus pumila,57172.11111,0
Prunus rufa,155832,0
Prunus salicina,103280,0.5
Prunus sargentii,63893.2,0
Prunus sellowii,47057.33333,0
Prunus serotina,61250.56452,0
Prunus serrula,155833,0
Prunus serrulata,69152.66667,0
Prunus setulosa,79499,0
Prunus sibirica,89676.66667,0
Prunus simonii,52966,0
Prunus speciosa,155834,0
Prunus spinosa,34963.6,0.025
Prunus spinulosa,57807.28571,0.285714286
Prunus ssiori,39871.6,0
Prunus subcordata,51422.5,0
Prunus subhirtella,77249,0
Prunus tenella,97555,0
Prunus tomentosa,72309.4,0
Prunus triloba,53902.5,0
Prunus turneriana,81397.66667,0
Prunus umbellata,60319.5,0
Prunus undulata,142785,1
Prunus ursina,155838,0
Prunus virginiana,50665.15789,0.087719298
Prunus vulgaris,60207.42857,0
Prunus x fruticans,18880,0
Prunus x yedoensis,27167,0
Prunus zippeliana,59720.5,0.5
Przewalskia tangutica,73715,0
Psammochloa villosa,54058.6,0.2
Psammophora modesta,80072,0
Pseudabutilon callimorphum,138054,1
Pseudanamomis umbellulifera,126891.3333,1
Pseudechinolaena polystachya,137251,1
Pseudelephantopus,138950,1
Pseudelephantopus spicatus,137660,1
Pseuderanthemum variabile,75650,1
Pseudobersama mossambicensis,143875,1
Pseudobombax munguba,72169,0.333333333
Pseudobombax septenatum,61358.38095,0.285714286
Pseudocedrela kotschyi,65048.5,0
Pseudocladia,156035,1
Pseudoclausena chrysogyne,156911,1
Pseudocymopterus montanus,46229.8,0
Pseudoelephantopus,138956,1
Pseudoeranthemum platiphyllum,138520,1
Pseudofumaria lutea,35491,1
Pseudognaphalium macounii,42464,0
Pseudognaphalium sandwicensium,106274.5,0.5
Pseudolabatia,145775,1
Pseudolachnostylis,144030,1
Pseudolachnostylis maprouneifolia,109268.0769,0
Pseudolarix amabilis,156246,0
Pseudolmedia,150735,1
Pseudolmedia glabrata,42438.80488,1
Pseudolmedia laevigata,85218.71429,1
Pseudolmedia laevis,88611.70313,1
Pseudolmedia macrophylla,76626.27273,0.909090909
Pseudolmedia rigida,74985,0.833333333
Pseudolmedia spuria,61217.75,1
Pseudom,85850.5,1
Pseudomalmea diclina,56019,1
Pseudomeldia,55459,1
Pseudomorus brunoniana,84591.83333,1
Pseudopanax,79775.5,1
Pseudopanax chathamicus,85822,1
Pseudopanax crassifolius,56050.29091,1
Pseudopanax ferox,60924.2,1
Pseudophoenix poccae,147172,1
Pseudophoenix sargentii,157298,1
Pseudophoenix vinifera,147109,1
Pseudopiptadenia psilostachya,72583.6,1
Pseudopiptadenia suaveol,13924,1
Pseudorchis albida,18401,0
Pseudosasa japonica,75396,1
Pseudosedum lievenii,146301,1
Pseudosenefeldera inclinata,94624,1
Pseudospondias microcarpa,66224.66667,1
Pseudotsuga,59597.8,1
Pseudotsuga japonica,154562,1
Pseudotsuga macrocarpa,69154.66667,1
Pseudotsuga menziesii,76567.95174,0.998069498
Pseudotsuga menziesii var. glauca,54288,1
Pseudotsuga sinensis,78558,1
Pseudotsuga sinensis var. brevifolia,53263,1
Pseudotsuga sinensis var. gaussenii,52740,1
Pseudoweinmannia lachnocarpa,73134.25,1
Pseudowintera axillaris,98584.5,1
Pseudowintera colorata,59884.32,1
Pseudowintera traversii,51305,1
Pseudoxandra lucida,157055,1
Pseudoxandra polyphleba,56012.16667,1
Pseuduvaria reticulata,145921,1
Pseuduvaria trimera,73949,1
Psidium,103017.5,1
Psidium acutangulum,69304,1
Psidium amplexicaule,60663,1
Psidium cattleianum,56092.66667,1
Psidium cattleyanum,103018,1
Psidium friedrichsthalianum,57127.66667,1
Psidium galapageium,145371,1
Psidium guajava,44439.1,1
Psidium guayava,145379,1
Psidium guineense,89863.75,1
Psidium gurava,105393.5,1
Psidium ilex,156717,1
Psidium sartorianum,119071.3226,0.983870968
Psiguria triphylla,74973,1
Psilocaulon,80167.5,0
Psilocaulon subnodosum,146253,1
Psilostrophe cooperi,76340.33333,1
Psilotum complanatum,75406.5,1
Psilotum nudum,75369.5,1
Psophocarpus tetragonolobus,135496,1
Psoralea,83845,0
Psoralea bituminosa,84659.75,0.25
Psoralea tenuiflora,74177,0
Psorospermum febrifugum,64883,1
Psorothamnus spinosus,41995,0
Psychotria,42623.92857,1
Psychotria alsophila,64848,1
Psychotria amboniana,64783,1
Psychotria asiatica,47337.92857,1
Psychotria berteriana,66015,1
Psychotria berteroana,75765.33333,1
Psychotria biaristata,54149.125,1
Psychotria brachiata,55858.5,1
Psychotria calocarpa,79124,1
Psychotria capensis,49964.28571,1
Psychotria capitata,63461,1
Psychotria carthagenensis,85254,1
Psychotria chagrensis,62112.54545,1
Psychotria corymbosa,65769.33333,1
Psychotria costivenia,60683,1
Psychotria crassipetala,64803,1
Psychotria cuspidata,55363.66667,1
Psychotria cyanococca,55854,1
Psychotria dallachiana,75329,1
Psychotria deflexa,55719.16667,1
Psychotria denticulata,144859,1
Psychotria djumaensis,144217,1
Psychotria dolphiniana,63787,1
Psychotria dracula,60688,1
Psychotria elata,53670.66667,1
Psychotria flava,37441.15385,1
Psychotria foetida,64883.33333,1
Psychotria furcata,60510.54545,1
Psychotria glabrata,63807.5,1
Psychotria gracilenta,61775.2,1
Psychotria grandis,55943.5,1
Psychotria guapilensis,63502,1
Psychotria hainanensis,143161,1
Psychotria henryi,79125,1
Psychotria horizontalis,68384.16667,1
Psychotria laxiflora,143163,1
Psychotria leptothyrsa,144860,1
Psychotria limonensis,51357.6875,0.9375
Psychotria loniceroides,68674.66667,1
Psychotria luxurians,57670.66667,1
Psychotria maleolens,63327,1
Psychotria marginata,51993.3125,1
Psychotria maricaensis,60708,1
Psychotria mariniana,78367,1
Psychotria micrantha,63528.5,1
Psychotria microbotrys,55641.83333,1
Psychotria monticola,144861,1
Psychotria nervosa,57477.5,1
Psychotria panamensis,56973.33333,1
Psychotria papantlensis,64033.66667,1
Psychotria pedunculata,63919,1
Psychotria poeppigiana,71050.25,1
Psychotria pseudoplatyphylla,64820,1
Psychotria psychotriifolia,63479,1
Psychotria pubescens,63482,1
Psychotria racemosa,55880.66667,1
Psychotria robusta,155853,1
Psychotria sarapiquensis,67731.33333,1
Psychotria sarmentosa,143168,1
Psychotria serpens,55705.4,0.4
Psychotria simiarum,38071.46154,1
Psychotria simmondsiana,72640,1
Psychotria sloanei,86669.25,1
Psychotria solitudinum,44881.5,1
Psychotria suerrensis,41957.1,1
Psychotria tenuifolia,70760,1
Psychotria viridiflora,144015.5,1
Psydrax dicoccos,94902.5,1
Psydrax lamprophylla,69500,1
Psydrax odorata,74338,1
Ptaeroxylon obliquum,50026,1
Ptelea,145670,0
Ptelea baldwinii,42228,0
Ptelea isophylla,142858,0
Ptelea serrata,142856,0
Ptelea trifoliata,59228,0
Pteleopsis,143461,1
Pteleopsis anisoptera,147880,0
Pteleopsis myrtifolia,52878.25,1
Pteleopsis suberosa,147882,0
Pteralyxia,157544,1
Pteralyxia laurifolia,157711,1
Pteridium aquilinum,45418.1,0.4
Pteridium esculentum,20033,1
Pteris ensiformis,136795,1
Pterisanthes polita,141263,1
Pternandra,144618,1
Pternandra azurea,50864,1
Pternandra caerulescens,101166,1
Pternandra cogniauxii,75842.5,1
Pternandra crassicalyx,31114.6,1
Pternandra echinata,153565,1
Pternandra galeata,153566,1
Pternandra multiflora,75852,1
Pternandra rostrata,75839.5,1
Pterocarpus,60973.33333,1
Pterocarpus amazonum,72183.25,0.5
Pterocarpus angolensis,86876.66667,0
Pterocarpus antunesii,91961.66667,0.666666667
Pterocarpus dalbergioides,115069.3462,1
Pterocarpus echinatus,156868,1
Pterocarpus erinaceus,102372,0
Pterocarpus lucens,113294.2,0
Pterocarpus macrocarpus,105922.5,0
Pterocarpus marsupium,47473,0
Pterocarpus officinalis,54882.4,1
Pterocarpus rohrii,43466.93103,0.24137931
Pterocarpus rotundifolius,149482,0
Pterocarpus santalinoides,156530,1
Pterocarpus soyauxii,65036.5,0
Pterocarya fraxinifolia,53518,0
Pterocarya hupehensis,101844,0
Pterocarya macroptera,53995,0
Pterocarya macroptera var. delavayi,101566,0
Pterocarya macroptera var. insignis,101765.5,0
Pterocarya rhoifolia,61576.4,0
Pterocarya stenoptera,101415.5,0
Pterocarya tonkinensis,53664,0
Pterocaulon pycnostachyum,74278,0
Pterocaulon sphacelatum,76512.5,1
Pterocelastrus,72513.5,0.5
Pterocelastrus rostratus,72512.16667,0.5
Pterocelastrus tricuspidatus,143405,1
Pteroceltis tatarinowii,78138.375,0.125
Pterocymbium tinctorium,153545,0
Pterodon emarginatus,86804.6,0.2
Pterogyne nitens,120292.8387,1
Pteronia adenocarpa,139600,1
Pteronia divaricata,139601,0
Pteronia empetrifolia,139602,1
Pteronia fasciculata,86864.66667,1
Pteronia pallens,139603,1
Pteronia paniculata,86866.33333,1
Pterospermum acerifolium,57371.625,1
Pterospermum heterophyllum,46232.5,1
Pterospermum lanceifolium,46318.33333,1
Pterospermum menglunense,93437.33333,1
Pterospermum monglunensis,14065,1
Pterospermum niveum,153534,1
Pterospermum stapfianum,60745,1
Pterostylis,75589.33333,0.666666667
Pterostylis nutans,76105.5,1
Pterostyrax hispidus,67528,0
Pterostyrax psilophyllus,152972,0
Pterygota alata,48199.71429,0
Pterygota macrocarpa,31230,0
Ptilothrix deusta,14068,1
Ptilotus,138917,1
Ptilotus obovatus,60949.55556,1
Ptychopetalum olacoides,63215.5,0
Ptychopyxis caput-medusae,48375.25,1
Ptychopyxis costata,148741,1
Ptychopyxis kingii,148742,1
Ptychosperma elegans,147110,1
Ptychosperma macarthurii,147111,1
Puccinellia chinampoensis,57487.16667,0.166666667
Puccinellia distans,58263.57143,0.714285714
Puccinellia maritima,18891,1
Puccinellia tenuiflora,75725.5,0
Pueraria,156827,1
Pueraria lagopodioides,156893,1
Pueraria lobata,51191.26667,0.066666667
Pueraria montana,51313,1
Pueraria montana var. lobata,70843,0
Pulicaria dysenterica,31253,0
Pulicaria vulgaris,31254,0
Pulmonaria angustifolia,18894,0
Pulmonaria collina,137732,1
Pulmonaria mollis,127629.75,1
Pulmonaria montana,137731,1
Pulmonaria obscura,18895,0
Pulmonaria officinalis,24903,0
Pulsatilla turczaninovii,138840,0
Pultenaea,68132,1
Pultenaea daphnoides,38472.05556,1
Pultenaea elliptica,58368.7,1
Pultenaea flexilis,39843.47059,1
Pultenaea foliolosa,74833,1
Pultenaea juniperina,79005.5,1
Pultenaea largiflorens,74835,1
Pultenaea linophylla,69532.5,1
Pultenaea muelleri,70495.75,1
Pultenaea myrtoides,52556.2,1
Pultenaea obcordata,63208.2,1
Pultenaea paleacea,78255,1
Pultenaea rosmarinifolia,62048,1
Pultenaea scabra,158434,1
Pultenaea stipularis,58838,1
Pultenaea tenuifolia,82110.5,1
Pultenaea tuberculata,55284,1
Pultenaea weindorferi,73967.25,1
Punica granatum,56331.66667,0
Purdiaea nutans,52624,1
Purshia mexicana,44452.57143,1
Purshia stansburyana,60765,1
Purshia subcoriacea,60766,1
Purshia tridentata,52687.33333,0.416666667
Putranjiva roxburghii,152256.5,1
Puya,137784,1
Puya alpestris,138689,1
Puya berteroniana,146094,1
Puya boliviensis,146095,1
Puya chilensis,146096,1
Puya coerulea,146097,1
Puya coerulea var. violacea,146099,1
Puya floccosa,138690,1
Puya raimondii,138691,1
Puya tovariana,138692,1
Puya venusta,146098,1
Pycnanthus,156298,1
Pycnanthus angolensis,78758.22222,1
Pycnarrhena,136074.5,1
Pycnarrhena pleniflora,135948,1
Pycnostachys urticifolia,142487,1
Pycreus flavescens,17736,0
Pyracantha,145493,1
Pyracantha angustifolia,91778.66667,1
Pyracantha coccinea,46897,1
Pyracantha crenulata,145520,1
Pyracantha fortuneana,46675.75,1
Pyramidanthe prismatica,157022,1
Pyrenaria,156192,1
Pyrenaria acuminata,150069,1
Pyrenaria jonquieriana subsp. multisepala,154297,1
Pyrenaria kunstleri,156187,1
Pyrenaria menglaensis,156185,1
Pyrenaria microcarpa,156186,1
Pyrenaria serrata,154293,1
Pyrenaria spectabilis,156191,1
Pyrola,137901,1
Pyrola asarifolia,137903,1
Pyrola chlorantha,105921,1
Pyrola elliptica,137905,1
Pyrola media,66435.18182,0.727272727
Pyrola minor,60653.3,0.7
Pyrola rotundifolia,73071.07143,0.785714286
Pyrostria bibracteata,31087,1
Pyrrhosia,136760,1
Pyrrorhiza,137990,1
Pyrrosia,136758,1
Pyrrosia adnascens,136772,1
Pyrrosia confluens,75492,1
Pyrrosia eleagnifolia,136773,1
Pyrrosia longifolia,136774,1
Pyrrosia nummulariifolia,136805.5,1
Pyrrosia piloselloides,136776,1
Pyrrosia rupestris,75493.5,1
Pyrrosia serpens,20063.5,1
Pyrularia edulis,155931,0
Pyrus,28222,0
Pyrus amygdaliformis,94888.5,0
Pyrus austriaca,52687,0
Pyrus betulifolia,73630.92857,0.071428571
Pyrus bourgaeana,53522.06667,0
Pyrus bretschneideri,52568,0
Pyrus calleryana,56065.8,0
Pyrus caucasica,53563,0
Pyrus communis,42633.875,0
Pyrus cordata,60311,0
Pyrus cultivars,43665.4,0
Pyrus elaeagnifolia,52324,0
Pyrus hopeiensis,52571,0
Pyrus magyarica,53134,0
Pyrus mecsekensis,54541,0
Pyrus nivalis,52689,0
Pyrus pashia,102802.5,0
Pyrus phaeocarpa,52970,0
Pyrus pyraster,30862.9375,0
Pyrus pyrifolia,66237,0
Pyrus salicifolia,53564,0
Pyrus serrulata,52972,0
Pyrus sinkiangensis,53996,0
Pyrus spinosa,40734,0
Pyrus syriaca,103943,0
Pyrus ussuriensis,76616.6,0
Pyrus x salviifolia,53959,0
Pyrus xerophila,52282,0
Quadrella cynophallophora,79389.33333,1
Quadrella odoratissima,45154,1
Qualea,79252,1
Qualea acuminata,106945.5,1
Qualea albiflora,89509.8,1
Qualea brevipedicellata,153112,1
Qualea coerulea,154300,1
Qualea dichotoma,58590,0.833333333
Qualea dinizii,94632.33333,1
Qualea gracilior,107190.6667,1
Qualea grandiflora,66483.02941,0.058823529
Qualea homosepala,154302,1
Qualea impexa,154303,1
Qualea mori-boomii,145863,1
Qualea multiflora,14149,1
Qualea paraensis,72425.83333,1
Qualea parviflora,55032.98485,0.015151515
Qualea rosea,60787,1
Qualea tessmannii,156220,1
Qualea tricolor,144936,1
Quararibea asterolepis,41892,1
Quararibea bracteolosa,107415,0
Quararibea cordata,69665.5,0.2
Quararibea funebris,62731.42857,1
Quararibea malacocalyx,55712.33333,1
Quararibea obliquifolia,36752.4,0
Quararibea ochrocalyx,76859.125,1
Quararibea parvifolia,107418,0
Quararibea turbinata,92418.33333,1
Quararibea wittii,73145,1
Quararibea yunckeri,42465.09091,1
Quaruba rosa,86026,1
Quassia amara,51255.85714,1
Quassia baileyana,77804.75,1
Quassia borneensis,76922.5,1
Quassia indica,146021,1
Quassia nardi,157512,1
Quassia sp A Mt Nardi,42170,1
Quassia undulata,156616,1
Quercus,69098.23333,0.066666667
Quercus acrodonta,53997,1
Quercus acuta,47587.61538,1
Quercus acutissima,61657.23529,0.088235294
Quercus afares,92287.5,0
Quercus agrifolia,46724.04,0.92
Quercus ajoensis,42009,1
Quercus alba,76689.1399,0.077720207
Quercus aliena,77527.45455,0.090909091
Quercus aliena var. acutiserrata,71561.25,0.25
Quercus aliena var. pekingensis,52573,0
Quercus aquifolioides,47302,1
Quercus argentata,149683,1
Quercus arizonica,68468.16667,1
Quercus arkansana,42012,0
Quercus asymmetrica,62419.5,1
Quercus austrina,46251,0
Quercus baronii,56045.6,0.2
Quercus berberidifolia,69706.57143,1
Quercus bicolor,89779.84211,0
Quercus buckleyi,61182,0
Quercus canariensis,38609.07692,0.307692308
Quercus canbyi,42015,1
Quercus castaneifolia,52317,0
Quercus cerris,35921.25806,0
Quercus championii,111686,1
Quercus chapmanii,54011.58333,0.916666667
Quercus chenii,55651.66667,0.166666667
Quercus chrysolepis,59748.77778,1
Quercus ciliaris,48844.83333,0.75
Quercus coccifera,36109.66667,0.983333333
Quercus cocciferoides,74772.68966,1
Quercus coccinea,37559.16667,0
Quercus congesta,53565,0
Quercus copeyensis,54232.4,1
Quercus costaricensis,41323,1
Quercus dalechampii,53566,0
Quercus dentata,80998.36364,0
Quercus dentata subsp. stewardii,53282,0
Quercus dentata subsp. yunnanensis,53273,0
Quercus dolicholepis,50237,1
Quercus douglasii,40297.86957,0
Quercus dumosa,55648.66667,1
Quercus durata,37884.27273,1
Quercus ellipsoidalis,44211.11538,0
Quercus emoryi,45523,1
Quercus engelmannii,97623.5,1
Quercus engleriana,149697,1
Quercus fabrei,44292.75556,0.022222222
Quercus faginea,36736.42857,0
Quercus falcata,43991,0
Quercus fimbriata,53999,1
Quercus frainetto,90930.33333,0
Quercus franchetii,53269,1
Quercus fusiformis,96877.78947,1
Quercus gambelii,75805.16,0.02
Quercus gambellii,155159,0
Quercus garryana,59914.2,0
Quercus gemelliflora,153225,1
Quercus geminata,50094.56522,0.782608696
Quercus georgiana,42027,0
Quercus gilliana,53270,1
Quercus gilva,60225.69231,0.769230769
Quercus glauca,49789.38462,0.884615385
Quercus glaucoides,42028,0
Quercus gravesii,42029,0
Quercus griffithii,53271,0
Quercus grisea,42030,1
Quercus guyavaefolia,53272,1
Quercus hartwissiana,53567,0
Quercus havardii,42031,0
Quercus helferiana,87678.22449,1
Quercus hemisphaerica,57873.64706,1
Quercus hypoleucoides,47227.5,1
Quercus ilex,71658.56215,0.991525424
Quercus ilexballota,155168,1
Quercus ilicifolia,56545,0
Quercus imbricaria,62353.8,0
Quercus incana,73258.5,0.4
Quercus kelloggii,40112.53846,0
Quercus kingiana,53666,1
Quercus kongshanensis,53667,1
Quercus laevis,67751.23333,0
Quercus laurifolia,51396.1,0.55
Quercus lobata,36410.625,0
Quercus lodicosa,53668,1
Quercus longinux,89247,1
Quercus longispica,54000,1
Quercus lusitanica,50143.14286,0
Quercus lyrata,49588.625,0
Quercus macranthera,68222,0
Quercus macrocarpa,54955.7377,0
Quercus margaretta,77992.66667,0
Quercus margarettae,103340.5556,0
Quercus margarettiae,64368.5,0
Quercus marilandica,54789.4,0
Quercus marlipoensis,53669,1
Quercus michauxii,44040.91667,0.041666667
Quercus minima,50970.4,1
Quercus mohriana,42044,1
Quercus mongolica,67388.36207,0.051724138
Quercus mongolica subsp. crispula,85398.13961,0
Quercus monimotricha,53274,1
Quercus monnula,52744,0
Quercus muehlenbergii,57947.66667,0
Quercus multinervis,75133,1
Quercus myrsinifolia,54573.45,1
Quercus myrtifolia,46308.41667,1
Quercus nigra,46316.48148,0.148148148
Quercus oblongifolia,68318.5,0.25
Quercus oglethorpensis,47135.5,0
Quercus oidocarpa,153228,1
Quercus oleoides,69326.5,1
Quercus oxyodon,61439.16667,1
Quercus oxyphylla,52745,1
Quercus pagoda,59722.4,0
Quercus palmeri,42051,1
Quercus palustris,60137.46154,0
Quercus pannosa,53275,0
Quercus pauciloba,155160,0
Quercus petraea,106966.8983,0
Quercus petraea subsp. iberica,53569,0
Quercus phellos,51617.92857,0
Quercus phillyraeoides,42903,1
Quercus phillyreoides,60851,1
Quercus prinoides,47138.5,0
Quercus pubescens,48143.91667,0
Quercus pubescens subsp. crispata,53728,0
Quercus pumila,48824.75,1
Quercus pungens,56005.25,1
Quercus pyrenaica,47191.57447,0
Quercus rehderiana,53276,1
Quercus robur,69598.68085,0
Quercus robur subsp. brutia,53691,0
Quercus robur subsp. pedunculiflora,79405.66667,0
Quercus rotundifolia,42741.48,0.96
Quercus rubra,87071.30987,0.027422303
Quercus rugosa,42057,1
Quercus salicifolia,60858,1
Quercus salicina,43944.9,0.9
Quercus schottkyana,43474.42857,1
Quercus sebifera,62362.5,1
Quercus seemannii,77984.25,1
Quercus semecarpifolia,57068.5,1
Quercus senescens,53278,1
Quercus senescens var. muliensis,53670,1
Quercus serrata,108459.3333,0
Quercus serrata subsp. serrata,53047.25,0.125
Quercus sessilifolia,59675.2,1
Quercus setulosa,53279,0
Quercus shumardii,43466.76923,0
Quercus sicula,53570,0
Quercus similis,54654,0
Quercus sinuata,57277,0
Quercus spinosa,53281,1
Quercus stellata,45747.2381,0
Quercus stewardiana,55182.6,0.4
Quercus suber,42437.65079,0.936507937
Quercus subsericea,153230,1
Quercus sumatrana,153231,1
Quercus tarokoensis,59328.2,1
Quercus texana,53295.11111,0
Quercus tiaoloshanica,43799,1
Quercus toumeyi,42061,1
Quercus tungmaiensis,53283,1
Quercus turbinella,48217.06667,0.666666667
Quercus utilis,53671,1
Quercus variabilis,87482.5,0
Quercus velutina,38529.06383,0
Quercus vestita,149739,0
Quercus virginiana,63084.76667,0.9
Quercus wislizeni,75649.33333,1
Quercus wutaishanica,54446.75,0.25
Quercus x bebbiana,77862,0
Quercus x cerrioides,149687,1
Quercus x fangshanensis,53461,0
Quercus x hopeiensis,52975,0
Quercus x mongolicodentata,52743,0
Quercus x runcinata,77865,0
Quercus x undulata,573,0
Quercus xalapensis,48766.375,0
Quercus yiwuensis,52746,1
Quesnelia lateralis,138693,1
Quiina,135702,1
Quiina amazonica,151894,1
Quiina florida,106383.5,1
Quiina guianensis,93852.66667,1
Quiina indigofera,151897,1
Quiina macrophylla,56346.15385,1
Quiina nitens,155694,1
Quiina obovata,151902,1
Quiina paraensis,155695,1
Quiina peruviana,92641,1
Quiina schippii,85064.5,1
Quillaja brasiliensis,144412,1
Quillaja saponaria,38981.2,1
Quintinia,144977,1
Quintinia acutifolia,52674.57895,1
Quintinia fawkneri,141605,1
Quintinia sieberi,61408.83333,1
Quintinia verdonii,72727.5,1
RIBES UVA-CRISPA,38455.94737,0
Racosperma amoenum,149497,0
Racosperma bancroftiorum,145225,0
Racosperma brownianum,149501,0
Racosperma celsum,62747,1
Racosperma cheelii,73907.5,1
Racosperma clandullense,149504,0
Racosperma clivicola,143738,1
Racosperma courtii,155088,0
Racosperma eriopodum,149512,0
Racosperma inophloia,149527,0
Racosperma lateriticola,149532,0
Racosperma lineolatum,149534,0
Racosperma lirellatum,149535,0
Racosperma lucasii,140276,0
Racosperma meianthum,149541,0
Racosperma meisneri,149542,0
Racosperma mucronatum,21333.66667,1
Racosperma omalophyllum,149549,0
Racosperma perangustum,143752,0
Racosperma stereophyllum,149559,0
Racosperma stowardii,155093,0
Racosperma tindaleae,65778.25,1
Racosperma ulicinum,149566,0
Racosperma undulifolium,149567,0
Racosperma williamsianum,149571,0
Radermachera gigantea,147294,1
Radermachera glandulosa,147295,1
Radermachera pinnata,147308.3333,1
Radermachera sinica,74769.08333,0.083333333
Radermachera xylocarpa,154866,1
Radiola linoides,18914,0
Radlkoferella,145776,1
Radyera farragei,62715,1
Randia,104413,1
Randia aculeata,82405.33333,0.333333333
Randia armata,38534.75,0.75
Randia genipoides,92573.33333,1
Randia grandifolia,57152.5,1
Randia laevigata,65279,1
Randia moorei,72743.25,1
Randia obcordata,80421,1
Randia pterocarpa,67880,1
Randia retroflexa,80049.5,1
Randia rothmannia,152485,1
Randia thurberi,60891,0
Randia xalapensis,64091.66667,1
Ranunculus aconitifolius,18915,0
Ranunculus acris,51141.5,0.166666667
Ranunculus alpestris,18917,0
Ranunculus aquatilis,43626,0
Ranunculus arvensis,18918,1
Ranunculus bulbosus,30912,0
Ranunculus cantoniensis,48044.5,0.25
Ranunculus carinthiacus,18920,0
Ranunculus circinatus,43629,1
Ranunculus flammula,31276.5,0.5
Ranunculus hederaceus,18925,1
Ranunculus hybridus,78597,1
Ranunculus inamoenus,47221.5,0
Ranunculus lanuginosus,18928,0
Ranunculus lingua,18929,0
Ranunculus montanus,18930,0
Ranunculus nivalis,33356,0
Ranunculus ololeucos,138269,1
Ranunculus parviflorus,138270,1
Ranunculus pedatifidus,138271,0
Ranunculus penicillatus,29652,0.666666667
Ranunculus platanifolius,18931,0
Ranunculus polyanthemos,18932,0
Ranunculus repens,46689,0.4
Ranunculus reptans,18934,0
Ranunculus sardous,18935,1
Ranunculus sceleratus,57939.75,0.25
Ranunculus serpens subsp. nemorosus,78607,0.5
Ranunculus villarsii,18924,0
Raoulia tenuicaulis,137661,1
Rapanea,73974.66667,1
Rapanea achradifolia,144869,1
Rapanea acrantha,87935,1
Rapanea australis,61350.34043,1
Rapanea avenis,144750,1
Rapanea capitellata,145445,1
Rapanea divaricata,58609.35135,1
Rapanea gilliana,145446,1
